Stress,CESD,N,E,O,A,C,sex
9,8,42.70 ,44.19 ,39.30 ,44.26 ,49.89 ,1
39,36,61.26 ,16.22 ,30.36 ,51.83 ,23.92 ,1
32,14,54.53 ,53.48 ,51.17 ,55.78 ,31.62 ,1
10,8,57.18 ,47.00 ,52.53 ,53.57 ,32.93 ,1
10,9,49.85 ,48.67 ,51.17 ,47.84 ,42.78 ,1
13,7,71.98 ,46.13 ,70.17 ,42.25 ,35.69 ,1
30,21,59.72 ,44.98 ,69.13 ,44.59 ,55.25 ,1
11,6,36.85 ,42.20 ,40.21 ,46.44 ,41.14 ,1
10,9,50.21 ,57.44 ,65.70 ,57.51 ,51.30 ,1
25,25,58.14 ,29.99 ,42.76 ,53.75 ,40.39 ,1
15,11,58.07 ,47.91 ,47.60 ,36.80 ,38.46 ,1
20,10,67.45 ,61.32 ,48.47 ,30.59 ,33.93 ,1
36,10,66.76 ,28.77 ,58.85 ,53.81 ,47.49 ,1
13,14,60.74 ,53.88 ,65.40 ,48.09 ,38.00 ,1
9,8,47.85 ,57.05 ,71.21 ,68.67 ,41.44 ,1
22,25,72.49 ,56.07 ,51.48 ,37.02 ,36.16 ,1
13,11,54.88 ,42.64 ,65.94 ,35.06 ,38.53 ,1
18,13,66.51 ,35.89 ,50.20 ,40.52 ,16.68 ,1
30,26,65.83 ,35.64 ,51.51 ,38.69 ,40.48 ,1
13,10,62.86 ,46.31 ,64.94 ,57.68 ,41.17 ,1
25,13,51.97 ,47.43 ,67.07 ,40.39 ,45.10 ,1
14,12,62.42 ,32.62 ,60.19 ,46.35 ,48.06 ,1
14,21,54.49 ,40.96 ,48.63 ,35.16 ,28.86 ,1
13,4,55.68 ,29.22 ,21.62 ,46.11 ,36.33 ,1
16,10,54.43 ,40.17 ,43.33 ,53.76 ,35.84 ,1
24,16,64.70 ,39.74 ,54.92 ,65.24 ,51.54 ,1
20,13,66.64 ,22.15 ,37.50 ,55.20 ,22.27 ,1
16,8,53.03 ,35.66 ,47.90 ,38.47 ,31.25 ,1
27,20,52.45 ,60.24 ,79.37 ,46.18 ,51.27 ,1
10,13,53.14 ,35.52 ,67.96 ,34.83 ,40.29 ,1
28,34,73.37 ,51.37 ,69.98 ,48.20 ,33.12 ,1
19,13,69.41 ,55.16 ,78.46 ,46.23 ,28.44 ,1
14,8,44.37 ,55.52 ,53.71 ,49.85 ,38.59 ,1
15,7,56.86 ,49.22 ,50.43 ,37.18 ,43.67 ,1
14,10,41.78 ,51.85 ,49.90 ,57.70 ,57.06 ,1
13,15,61.80 ,59.75 ,65.52 ,70.26 ,46.86 ,1
9,9,35.88 ,54.43 ,57.86 ,63.02 ,47.81 ,1
11,11,55.82 ,50.00 ,62.25 ,42.46 ,43.07 ,1
23,26,61.59 ,52.06 ,60.20 ,38.76 ,53.99 ,1
10,13,57.28 ,41.79 ,58.16 ,59.39 ,30.34 ,1
16,8,66.19 ,44.98 ,66.51 ,38.64 ,39.60 ,1
17,17,58.04 ,43.47 ,57.37 ,40.86 ,54.15 ,1
10,10,39.09 ,56.15 ,55.34 ,47.76 ,43.86 ,1
23,15,68.67 ,49.70 ,53.01 ,33.19 ,36.41 ,1
12,11,60.53 ,44.69 ,46.47 ,36.35 ,35.64 ,1
20,10,56.74 ,43.45 ,50.27 ,40.53 ,35.36 ,1
12,8,63.70 ,39.72 ,56.96 ,44.61 ,39.85 ,1
17,10,56.88 ,51.02 ,55.75 ,57.75 ,38.28 ,1
10,1,45.19 ,48.67 ,74.90 ,54.04 ,53.03 ,1
29,18,64.93 ,44.74 ,59.55 ,53.83 ,42.26 ,1
15,7,52.42 ,34.91 ,55.54 ,38.44 ,25.24 ,1
28,22,59.42 ,43.63 ,48.28 ,48.30 ,47.50 ,1
12,9,39.35 ,47.59 ,48.70 ,30.50 ,62.59 ,1
16,3,64.05 ,46.60 ,57.16 ,29.43 ,48.72 ,1
14,13,61.59 ,58.39 ,47.80 ,32.94 ,41.93 ,1
19,15,68.25 ,54.69 ,58.94 ,46.06 ,36.35 ,1
38,17,68.53 ,46.39 ,56.82 ,53.44 ,38.84 ,1
30,18,73.44 ,28.13 ,73.43 ,53.77 ,45.71 ,1
14,6,62.93 ,31.05 ,54.28 ,39.13 ,29.36 ,1
15,11,60.25 ,61.07 ,66.26 ,55.25 ,30.49 ,1
16,11,61.42 ,49.50 ,45.90 ,52.03 ,50.26 ,1
25,9,58.01 ,36.51 ,29.44 ,59.05 ,49.13 ,1
9,10,46.17 ,50.08 ,70.89 ,65.60 ,47.25 ,1
12,11,52.47 ,37.21 ,33.61 ,55.61 ,33.56 ,1
9,12,60.81 ,52.90 ,31.18 ,67.06 ,36.32 ,1
17,0,58.96 ,52.59 ,70.56 ,40.52 ,36.17 ,1
28,18,74.96 ,35.97 ,43.23 ,46.24 ,50.57 ,1
12,11,52.67 ,51.83 ,56.97 ,40.05 ,42.34 ,1
13,3,54.57 ,59.95 ,68.50 ,13.87 ,33.58 ,1
33,29,70.42 ,41.38 ,68.61 ,55.64 ,40.99 ,1
19,9,58.75 ,45.97 ,59.98 ,57.61 ,47.09 ,1
28,22,66.71 ,40.07 ,40.76 ,60.16 ,43.28 ,1
21,10,59.19 ,46.03 ,44.03 ,51.84 ,33.48 ,1
35,28,68.20 ,35.20 ,38.89 ,68.92 ,28.21 ,1
17,17,54.62 ,61.03 ,60.59 ,32.99 ,44.31 ,1
33,23,51.23 ,39.52 ,47.12 ,53.37 ,49.89 ,1
27,12,59.23 ,41.38 ,58.04 ,13.63 ,56.93 ,1
23,8,62.51 ,47.98 ,45.78 ,35.54 ,50.96 ,1
11,10,52.61 ,53.17 ,70.18 ,34.70 ,42.07 ,1
9,9,46.53 ,42.89 ,75.56 ,63.05 ,44.82 ,1
26,9,53.77 ,48.71 ,73.61 ,51.92 ,35.74 ,1
19,13,65.87 ,54.43 ,60.83 ,38.58 ,45.31 ,1
27,9,61.26 ,31.59 ,43.23 ,38.70 ,27.51 ,1
15,12,49.17 ,48.58 ,54.27 ,40.38 ,22.54 ,1
30,21,67.26 ,29.67 ,65.00 ,44.04 ,25.97 ,1
13,9,52.27 ,49.87 ,55.72 ,50.09 ,42.75 ,1
10,0,57.89 ,40.89 ,53.09 ,30.02 ,18.97 ,1
22,16,65.96 ,39.55 ,53.57 ,36.52 ,34.95 ,1
19,8,60.40 ,53.45 ,60.70 ,42.71 ,24.68 ,1
17,3,52.37 ,47.11 ,68.32 ,49.61 ,49.05 ,1
33,33,52.90 ,61.96 ,76.24 ,23.61 ,44.12 ,1
20,8,33.14 ,16.65 ,30.93 ,36.88 ,65.15 ,1
32,35,67.93 ,36.50 ,41.30 ,52.18 ,34.51 ,1
19,10,62.29 ,43.51 ,39.63 ,53.81 ,29.62 ,1
12,9,62.32 ,53.26 ,60.84 ,75.08 ,33.19 ,1
28,28,63.74 ,32.47 ,44.03 ,59.53 ,33.93 ,1
37,26,73.28 ,37.02 ,63.05 ,17.76 ,41.33 ,1
12,9,37.14 ,49.95 ,51.64 ,51.32 ,45.03 ,1
17,15,60.04 ,54.65 ,70.87 ,36.52 ,48.09 ,1
29,17,62.63 ,52.64 ,56.29 ,40.55 ,47.04 ,1
13,8,55.92 ,42.05 ,39.25 ,57.49 ,37.98 ,1
33,13,64.84 ,50.94 ,46.91 ,39.16 ,42.35 ,1
21,14,70.78 ,49.96 ,44.49 ,6.36 ,23.98 ,1
13,2,53.45 ,57.33 ,59.41 ,51.97 ,56.93 ,1
10,0,60.51 ,25.71 ,43.84 ,33.09 ,44.80 ,1
14,10,44.09 ,47.08 ,40.12 ,63.21 ,35.61 ,1
13,9,56.10 ,56.08 ,61.14 ,50.13 ,35.85 ,1
10,11,42.37 ,56.27 ,59.22 ,48.36 ,53.54 ,1
38,26,56.70 ,51.08 ,59.41 ,38.74 ,39.53 ,1
19,12,61.55 ,42.76 ,49.80 ,53.67 ,33.00 ,1
9,6,49.61 ,51.03 ,52.17 ,36.79 ,45.75 ,1
37,26,65.75 ,22.51 ,52.09 ,53.49 ,43.30 ,1
11,12,56.01 ,36.52 ,44.03 ,61.70 ,40.18 ,1
10,1,46.47 ,35.46 ,31.00 ,42.58 ,49.25 ,1
36,17,65.48 ,43.86 ,65.70 ,44.26 ,33.61 ,1
13,9,55.82 ,35.07 ,32.98 ,49.59 ,48.49 ,1
18,9,55.63 ,44.20 ,51.72 ,44.48 ,43.02 ,1
19,12,45.60 ,41.09 ,24.03 ,53.37 ,36.44 ,1
14,12,60.02 ,39.45 ,39.31 ,59.64 ,36.56 ,1
18,10,60.35 ,39.36 ,56.93 ,40.27 ,30.27 ,1
16,5,50.90 ,50.28 ,57.19 ,42.22 ,57.05 ,1
10,0,49.40 ,64.23 ,75.01 ,51.65 ,49.92 ,1
11,1,40.47 ,40.21 ,54.03 ,25.43 ,48.04 ,1
12,10,48.41 ,49.78 ,58.75 ,61.11 ,33.53 ,1
20,12,55.36 ,57.03 ,53.27 ,31.14 ,43.54 ,1
22,12,76.86 ,43.61 ,51.03 ,52.21 ,30.00 ,1
10,10,45.69 ,54.60 ,59.68 ,50.05 ,42.93 ,1
25,27,61.11 ,30.97 ,42.98 ,49.27 ,42.29 ,1
21,1,53.54 ,47.94 ,57.73 ,46.37 ,27.03 ,1
21,12,49.41 ,53.87 ,66.07 ,32.88 ,45.49 ,1
25,17,32.59 ,31.47 ,38.24 ,59.80 ,37.47 ,1
41,23,54.71 ,37.44 ,39.47 ,57.74 ,37.23 ,1
16,15,50.97 ,36.24 ,60.33 ,63.25 ,38.11 ,1
10,8,59.66 ,35.67 ,28.16 ,70.82 ,30.23 ,1
27,25,60.88 ,31.71 ,34.94 ,68.06 ,19.66 ,1
13,9,60.74 ,57.16 ,51.31 ,42.35 ,33.62 ,1
12,12,54.07 ,36.20 ,49.25 ,67.09 ,43.14 ,1
14,13,49.88 ,56.90 ,67.02 ,33.46 ,47.77 ,1
25,11,62.74 ,39.62 ,44.72 ,53.53 ,38.09 ,1
9,0,50.75 ,39.58 ,43.15 ,55.49 ,39.99 ,1
16,20,71.05 ,22.67 ,58.13 ,66.99 ,43.64 ,1
17,12,60.04 ,48.98 ,64.63 ,44.48 ,42.40 ,1
11,5,49.71 ,39.52 ,43.22 ,49.66 ,28.19 ,1
14,9,41.90 ,54.97 ,66.64 ,46.01 ,57.57 ,1
14,11,46.50 ,51.31 ,67.91 ,44.38 ,35.20 ,1
16,9,54.62 ,65.96 ,72.32 ,14.02 ,49.36 ,1
13,10,53.20 ,27.09 ,51.58 ,57.58 ,42.98 ,1
12,12,39.87 ,49.04 ,55.06 ,44.64 ,42.91 ,1
16,13,60.27 ,38.79 ,61.94 ,57.96 ,45.36 ,1
11,11,55.40 ,40.27 ,81.11 ,55.22 ,31.32 ,1
26,12,70.61 ,33.89 ,80.18 ,38.56 ,47.33 ,1
17,9,46.54 ,38.48 ,26.29 ,53.74 ,50.31 ,1
12,9,51.29 ,43.48 ,56.41 ,40.52 ,32.04 ,1
22,11,73.47 ,48.97 ,61.77 ,43.74 ,35.08 ,1
10,9,41.75 ,42.56 ,55.45 ,51.83 ,48.62 ,1
14,18,57.23 ,51.02 ,66.39 ,36.30 ,35.11 ,1
15,11,59.32 ,43.55 ,49.41 ,15.83 ,39.93 ,1
18,9,55.85 ,28.93 ,34.79 ,24.21 ,31.38 ,1
17,9,73.02 ,48.09 ,52.23 ,44.10 ,44.75 ,1
10,9,51.51 ,40.84 ,47.74 ,55.76 ,50.58 ,1
9,9,55.65 ,48.31 ,26.16 ,40.24 ,45.20 ,1
24,17,59.64 ,20.26 ,58.99 ,66.82 ,25.64 ,1
29,17,53.06 ,23.05 ,37.41 ,53.48 ,41.89 ,1
15,12,47.28 ,36.98 ,52.81 ,32.82 ,45.10 ,1
14,9,52.52 ,49.69 ,50.36 ,46.22 ,42.43 ,1
12,10,53.58 ,56.05 ,70.45 ,46.24 ,46.95 ,1
17,12,52.99 ,51.82 ,61.50 ,46.49 ,40.06 ,1
16,14,57.68 ,40.50 ,49.26 ,30.71 ,53.25 ,1
39,18,49.24 ,33.55 ,58.85 ,36.83 ,38.07 ,1
14,13,45.16 ,35.35 ,31.79 ,65.33 ,44.37 ,1
13,10,53.45 ,52.68 ,72.67 ,42.52 ,56.24 ,1
14,8,55.44 ,38.05 ,51.27 ,57.84 ,27.39 ,1
9,9,43.44 ,55.12 ,29.23 ,51.25 ,32.75 ,1
24,20,79.51 ,44.18 ,43.39 ,50.85 ,33.34 ,1
15,16,73.09 ,24.76 ,50.45 ,56.12 ,32.58 ,1
31,24,77.38 ,41.99 ,53.06 ,44.17 ,28.70 ,1
18,11,53.58 ,30.85 ,51.83 ,42.19 ,36.38 ,1
13,16,53.59 ,48.85 ,50.11 ,48.32 ,38.25 ,1
12,11,43.11 ,59.33 ,66.55 ,48.18 ,44.27 ,1
24,20,54.06 ,57.16 ,73.97 ,53.72 ,41.75 ,1
23,7,67.50 ,36.27 ,72.72 ,52.10 ,39.88 ,1
24,13,59.18 ,35.01 ,37.76 ,52.03 ,28.36 ,1
24,11,67.43 ,37.49 ,49.77 ,47.97 ,32.60 ,1
12,10,62.55 ,37.33 ,56.16 ,55.53 ,33.47 ,1
15,10,53.50 ,46.14 ,62.08 ,19.46 ,36.09 ,1
14,8,65.45 ,45.44 ,49.50 ,51.90 ,30.28 ,1
17,9,54.65 ,41.57 ,49.18 ,47.96 ,47.41 ,1
23,9,45.44 ,49.84 ,71.88 ,40.39 ,42.99 ,1
24,14,63.52 ,47.06 ,68.88 ,38.64 ,33.84 ,1
14,9,58.07 ,42.90 ,69.95 ,45.79 ,34.49 ,1
18,15,67.93 ,42.14 ,78.15 ,67.08 ,50.56 ,1
21,13,47.51 ,48.74 ,60.93 ,57.56 ,43.65 ,1
14,12,54.62 ,31.13 ,44.71 ,59.56 ,48.83 ,1
23,24,86.81 ,41.66 ,49.67 ,67.55 ,44.23 ,1
19,9,59.84 ,53.29 ,55.44 ,51.91 ,46.46 ,1
23,16,53.54 ,41.02 ,51.34 ,47.98 ,42.52 ,1
16,12,44.22 ,52.94 ,77.82 ,61.38 ,45.91 ,1
17,10,46.24 ,41.12 ,34.18 ,64.88 ,55.43 ,1
10,10,42.00 ,54.84 ,51.79 ,57.68 ,38.90 ,1
30,18,64.80 ,43.41 ,61.03 ,57.79 ,29.35 ,1
13,9,53.10 ,40.17 ,40.08 ,38.65 ,43.58 ,1
23,11,53.33 ,46.22 ,58.23 ,49.63 ,54.18 ,1
11,9,61.54 ,33.70 ,56.59 ,34.75 ,46.01 ,1
9,9,40.52 ,55.22 ,78.90 ,38.56 ,57.30 ,1
38,38,71.51 ,46.46 ,66.55 ,61.40 ,50.54 ,1
14,6,37.03 ,37.99 ,49.60 ,60.88 ,47.92 ,1
22,12,49.77 ,51.97 ,49.04 ,36.74 ,55.08 ,1
21,8,58.01 ,57.30 ,58.69 ,52.17 ,53.96 ,1
14,6,53.66 ,56.78 ,37.62 ,51.96 ,40.55 ,1
13,9,45.15 ,51.03 ,40.72 ,59.70 ,48.64 ,1
27,27,54.75 ,54.42 ,68.67 ,19.68 ,36.20 ,1
12,10,52.06 ,24.47 ,30.45 ,62.78 ,43.09 ,1
10,9,46.97 ,36.19 ,37.31 ,57.34 ,44.06 ,1
23,18,52.37 ,43.26 ,45.17 ,53.77 ,46.16 ,1
16,13,70.73 ,47.27 ,54.42 ,48.43 ,40.92 ,1
13,10,47.86 ,38.89 ,39.76 ,24.98 ,40.88 ,1
23,25,47.60 ,69.61 ,61.03 ,51.80 ,48.14 ,1
21,9,62.61 ,55.94 ,32.21 ,48.21 ,38.37 ,1
20,16,54.36 ,28.80 ,62.41 ,49.81 ,47.69 ,1
9,9,36.93 ,55.09 ,60.97 ,63.48 ,60.49 ,1
11,8,40.64 ,53.25 ,46.21 ,61.25 ,43.81 ,1
23,15,82.41 ,54.88 ,61.52 ,50.23 ,43.64 ,1
29,14,53.29 ,57.75 ,62.01 ,36.04 ,32.62 ,1
13,15,54.33 ,35.01 ,34.32 ,17.59 ,53.20 ,1
26,14,63.82 ,37.60 ,61.68 ,36.49 ,37.11 ,1
18,11,68.18 ,35.77 ,35.28 ,40.26 ,26.30 ,1
14,14,41.19 ,51.40 ,52.54 ,36.56 ,53.34 ,1
17,11,58.20 ,37.44 ,49.60 ,38.55 ,42.50 ,1
16,8,56.53 ,34.82 ,70.38 ,44.62 ,53.03 ,1
15,10,56.06 ,36.94 ,68.11 ,58.65 ,35.52 ,1
19,20,61.14 ,41.24 ,60.64 ,59.23 ,47.20 ,1
24,26,52.08 ,50.79 ,58.54 ,55.42 ,35.95 ,1
13,9,43.40 ,50.07 ,68.60 ,47.94 ,34.35 ,1
12,10,42.71 ,33.42 ,53.28 ,64.46 ,33.19 ,1
22,13,62.26 ,28.23 ,47.09 ,31.18 ,27.89 ,1
26,14,54.31 ,27.94 ,43.84 ,53.59 ,31.77 ,1
15,7,53.85 ,47.72 ,32.89 ,51.81 ,36.56 ,1
10,11,46.51 ,49.31 ,56.68 ,53.59 ,31.58 ,1
35,30,55.39 ,43.84 ,46.15 ,55.58 ,52.34 ,1
23,18,59.97 ,33.50 ,65.16 ,30.78 ,28.72 ,1
12,9,64.15 ,45.42 ,52.64 ,39.43 ,31.72 ,1
11,11,48.76 ,50.11 ,63.26 ,53.59 ,50.32 ,1
9,11,51.01 ,45.99 ,66.61 ,57.77 ,35.16 ,1
9,11,54.12 ,56.42 ,80.34 ,49.72 ,58.45 ,1
25,14,67.23 ,47.33 ,70.52 ,38.66 ,37.00 ,1
33,18,67.94 ,31.79 ,45.30 ,51.90 ,35.11 ,1
31,35,66.84 ,33.14 ,58.01 ,50.16 ,45.98 ,1
15,8,61.98 ,46.21 ,60.37 ,44.21 ,38.41 ,1
19,8,53.49 ,38.30 ,51.79 ,33.01 ,52.09 ,1
27,22,73.31 ,39.11 ,30.18 ,44.12 ,34.74 ,1
25,19,68.10 ,36.26 ,60.62 ,29.08 ,32.51 ,1
17,16,50.13 ,42.52 ,39.44 ,21.90 ,54.24 ,1
14,11,55.72 ,35.23 ,40.00 ,76.03 ,21.53 ,1
9,9,47.53 ,48.26 ,65.56 ,38.63 ,51.40 ,1
12,8,57.93 ,32.36 ,51.86 ,43.73 ,36.45 ,1
29,20,52.73 ,55.91 ,54.88 ,49.24 ,41.11 ,1
19,8,59.10 ,29.78 ,43.10 ,59.39 ,39.13 ,1
34,16,58.55 ,40.85 ,44.44 ,57.62 ,40.01 ,1
21,14,53.09 ,54.49 ,59.82 ,42.59 ,42.13 ,1
15,11,60.53 ,57.66 ,49.50 ,64.47 ,41.61 ,1
36,25,77.66 ,34.40 ,29.60 ,20.97 ,40.00 ,1
28,23,65.41 ,44.76 ,33.87 ,46.23 ,47.58 ,1
9,7,63.23 ,42.28 ,47.91 ,38.51 ,10.04 ,1
44,34,84.35 ,52.87 ,62.51 ,47.71 ,45.30 ,1
9,0,50.08 ,55.35 ,57.82 ,57.67 ,43.01 ,1
13,9,56.43 ,45.29 ,52.07 ,52.06 ,44.36 ,1
28,21,65.15 ,40.86 ,59.42 ,36.55 ,40.78 ,1
20,16,49.59 ,18.50 ,35.78 ,65.42 ,43.15 ,1
12,4,51.17 ,54.77 ,54.31 ,44.70 ,40.34 ,1
16,12,54.05 ,47.17 ,58.57 ,48.24 ,40.51 ,1
22,13,61.65 ,39.48 ,48.84 ,32.85 ,45.77 ,1
17,10,63.76 ,22.22 ,43.55 ,36.57 ,45.03 ,1
10,10,51.74 ,51.07 ,51.68 ,61.14 ,36.93 ,1
35,26,70.29 ,26.06 ,32.36 ,42.24 ,38.88 ,1
9,9,53.26 ,52.22 ,49.90 ,39.39 ,44.55 ,1
21,11,67.17 ,39.69 ,46.77 ,48.13 ,44.61 ,1
25,10,66.93 ,49.98 ,36.81 ,50.01 ,37.06 ,1
18,20,56.82 ,44.47 ,60.67 ,40.54 ,38.88 ,1
18,9,52.12 ,42.48 ,34.07 ,53.55 ,43.99 ,1
17,3,58.47 ,50.92 ,33.38 ,51.75 ,23.75 ,1
25,18,55.23 ,56.44 ,76.78 ,29.34 ,41.91 ,1
27,20,65.90 ,39.50 ,52.26 ,33.02 ,43.35 ,1
18,8,45.09 ,32.04 ,58.81 ,67.20 ,46.90 ,1
13,8,49.46 ,56.80 ,51.34 ,39.67 ,50.72 ,1
12,14,55.68 ,35.98 ,54.11 ,63.53 ,47.83 ,1
17,12,46.32 ,54.43 ,59.82 ,55.85 ,45.59 ,1
17,18,57.68 ,43.47 ,47.63 ,59.57 ,49.39 ,1
16,5,54.40 ,48.41 ,52.23 ,48.15 ,42.81 ,1
22,12,67.21 ,48.96 ,49.22 ,36.93 ,43.41 ,1
14,15,45.72 ,33.58 ,29.95 ,47.78 ,52.69 ,1
25,12,58.55 ,44.46 ,64.19 ,44.54 ,48.64 ,1
10,6,61.30 ,47.24 ,39.96 ,50.04 ,29.23 ,1
29,23,64.34 ,39.05 ,61.64 ,48.08 ,43.05 ,1
20,11,64.65 ,53.28 ,62.66 ,27.20 ,47.20 ,1
12,9,49.49 ,26.45 ,35.60 ,19.46 ,49.45 ,1
23,14,53.80 ,52.93 ,62.37 ,33.10 ,35.34 ,1
17,13,60.33 ,36.20 ,70.88 ,72.68 ,39.90 ,1
11,8,42.97 ,45.00 ,24.63 ,74.33 ,37.28 ,1
10,9,45.23 ,38.35 ,62.82 ,40.53 ,53.27 ,1
15,13,50.00 ,58.76 ,60.88 ,47.72 ,45.25 ,1
20,13,62.41 ,27.14 ,34.16 ,49.47 ,35.61 ,1
30,21,64.71 ,14.39 ,47.56 ,48.34 ,43.22 ,1
18,15,57.02 ,39.94 ,50.74 ,47.74 ,33.93 ,1
16,25,60.04 ,35.88 ,62.04 ,59.80 ,49.74 ,1
32,40,68.38 ,36.02 ,36.24 ,53.95 ,34.66 ,1
19,16,66.03 ,22.03 ,64.11 ,36.25 ,39.77 ,1
30,30,66.92 ,37.82 ,63.23 ,50.01 ,46.52 ,1
14,3,45.29 ,58.32 ,54.62 ,61.14 ,54.65 ,1
16,4,48.94 ,53.97 ,55.97 ,46.07 ,46.21 ,1
9,9,62.84 ,55.19 ,67.00 ,46.12 ,40.39 ,1
28,20,63.20 ,24.62 ,28.95 ,29.96 ,31.71 ,1
11,9,58.36 ,45.88 ,42.40 ,49.83 ,29.86 ,1
30,13,71.87 ,36.44 ,73.49 ,51.91 ,33.70 ,1
28,9,50.41 ,65.53 ,67.23 ,50.05 ,57.41 ,1
12,5,46.76 ,31.05 ,37.94 ,42.02 ,41.71 ,1
28,14,61.30 ,33.48 ,31.14 ,59.56 ,42.90 ,1
18,13,68.32 ,39.54 ,35.22 ,25.33 ,42.12 ,1
12,12,49.53 ,39.97 ,50.99 ,55.92 ,30.24 ,1
18,18,54.07 ,37.08 ,35.89 ,47.50 ,44.72 ,1
9,11,63.45 ,39.57 ,47.41 ,57.81 ,25.60 ,1
29,17,57.83 ,41.31 ,54.95 ,48.05 ,42.38 ,1
25,26,68.59 ,23.96 ,32.19 ,59.37 ,32.77 ,1
27,18,72.64 ,33.03 ,43.03 ,40.80 ,38.34 ,1
12,11,44.11 ,58.99 ,23.03 ,68.62 ,40.71 ,1
18,13,55.23 ,33.95 ,64.41 ,42.59 ,39.89 ,1
44,17,83.92 ,43.55 ,40.60 ,42.80 ,28.18 ,1
10,8,54.77 ,50.23 ,55.47 ,42.48 ,45.88 ,1
9,8,64.81 ,34.95 ,78.46 ,37.15 ,50.63 ,1
17,11,58.70 ,49.63 ,42.17 ,26.58 ,38.74 ,1
12,10,55.29 ,57.25 ,55.62 ,37.81 ,39.64 ,1
22,15,70.49 ,42.05 ,55.97 ,33.00 ,43.78 ,1
25,37,72.89 ,28.07 ,80.13 ,33.16 ,22.98 ,1
17,10,60.29 ,60.23 ,59.40 ,43.11 ,38.13 ,1
37,32,65.92 ,22.59 ,54.44 ,46.23 ,48.69 ,1
14,11,39.52 ,49.78 ,59.43 ,47.71 ,30.64 ,1
28,15,63.47 ,58.84 ,95.26 ,37.22 ,43.88 ,1
10,13,63.69 ,46.48 ,66.55 ,36.78 ,46.47 ,1
9,9,57.31 ,38.76 ,52.93 ,68.52 ,32.03 ,1
14,12,47.33 ,48.74 ,69.54 ,36.71 ,47.76 ,1
9,8,52.18 ,51.18 ,59.43 ,44.39 ,36.89 ,1
38,27,60.08 ,29.88 ,51.92 ,66.89 ,57.07 ,1
11,9,62.43 ,28.47 ,51.70 ,53.66 ,33.37 ,1
19,12,73.09 ,47.65 ,57.19 ,21.62 ,33.65 ,1
36,34,68.07 ,57.52 ,60.30 ,41.59 ,42.54 ,1
24,14,49.40 ,13.29 ,47.82 ,40.32 ,36.50 ,1
12,11,49.08 ,49.95 ,47.71 ,50.00 ,41.02 ,1
35,23,67.83 ,49.77 ,67.94 ,53.61 ,56.79 ,1
19,11,73.35 ,47.30 ,70.08 ,40.52 ,32.90 ,1
17,31,56.12 ,52.55 ,62.95 ,50.11 ,29.21 ,1
19,10,54.41 ,42.61 ,48.27 ,47.06 ,38.56 ,1
24,17,78.40 ,15.05 ,49.13 ,43.69 ,28.81 ,1
36,24,76.58 ,20.29 ,47.55 ,30.65 ,35.09 ,1
25,10,65.39 ,60.03 ,45.54 ,42.29 ,40.30 ,1
20,8,69.64 ,29.24 ,42.11 ,51.73 ,23.19 ,1
12,6,48.85 ,63.36 ,69.18 ,57.41 ,57.15 ,1
42,21,70.54 ,42.06 ,49.05 ,54.16 ,57.90 ,1
14,10,52.27 ,38.70 ,34.63 ,53.96 ,48.02 ,1
20,12,61.34 ,34.77 ,36.56 ,57.81 ,40.55 ,1
18,8,52.18 ,54.74 ,68.57 ,42.39 ,38.57 ,1
9,6,54.58 ,60.59 ,72.31 ,33.30 ,33.01 ,1
23,15,49.95 ,47.51 ,50.75 ,68.82 ,43.42 ,1
36,22,55.58 ,47.50 ,69.72 ,31.17 ,46.19 ,1
9,6,45.55 ,32.36 ,31.72 ,61.15 ,31.09 ,1
16,17,59.15 ,43.42 ,59.63 ,36.43 ,49.55 ,1
10,9,56.44 ,48.76 ,70.95 ,46.47 ,45.80 ,1
14,0,53.90 ,62.96 ,77.58 ,46.40 ,55.95 ,1
18,18,70.48 ,38.70 ,50.17 ,63.04 ,33.98 ,1
12,12,68.00 ,61.25 ,42.00 ,58.02 ,43.82 ,1
19,15,64.91 ,32.17 ,42.16 ,49.92 ,47.14 ,1
19,7,39.54 ,60.08 ,81.28 ,41.91 ,56.51 ,1
17,8,53.68 ,46.96 ,31.19 ,53.65 ,34.29 ,1
16,13,53.57 ,44.79 ,59.61 ,47.96 ,33.99 ,1
13,10,46.41 ,65.89 ,73.08 ,45.00 ,55.53 ,1
13,11,57.80 ,33.38 ,41.59 ,42.40 ,33.49 ,1
20,15,65.66 ,53.93 ,73.11 ,49.92 ,51.54 ,1
13,5,53.35 ,39.64 ,42.69 ,37.88 ,50.36 ,1
12,0,44.46 ,54.85 ,70.70 ,49.63 ,64.70 ,1
40,10,62.06 ,41.42 ,63.32 ,49.88 ,36.61 ,1
28,2,62.81 ,44.83 ,56.30 ,46.02 ,34.84 ,1
16,9,67.35 ,53.57 ,51.56 ,40.94 ,35.18 ,1
14,9,69.39 ,40.18 ,41.49 ,50.76 ,56.68 ,1
10,10,37.94 ,46.26 ,73.82 ,29.05 ,66.97 ,1
18,15,57.88 ,47.46 ,71.96 ,55.44 ,54.82 ,1
10,9,45.48 ,49.98 ,60.12 ,53.98 ,42.23 ,1
29,16,57.65 ,36.49 ,68.56 ,55.39 ,46.08 ,1
33,29,70.17 ,60.43 ,54.33 ,44.58 ,42.55 ,1
11,9,54.19 ,50.83 ,72.92 ,57.48 ,55.15 ,1
12,9,47.63 ,39.56 ,52.05 ,55.82 ,50.49 ,1
