"","title","type","year","rating","imdb_score","decade","genre"
"1175","The Silent Valley","TV",2016,"R/TV-MA",6.7,"2010-2019","Drama"
"1176","Alpha and Omega","Movie/Other",2010,"PG/TV-PG",5.2,"2010-2019","Comedy"
"1177","New York Minute","Movie/Other",2004,"PG/TV-PG",5,"2000-2009","Romance"
"1178","The NeverEnding Story II: The Next Chapter","Movie/Other",1990,"PG/TV-PG",5.2,"1990-1999","Action/Adventure"
"1179","John McCain: For Whom the Bell Tolls","Movie/Other",2018,"PG/TV-PG",7.3,"2010-2019","Documentary"
"1180","Ebirah, Horror of the Deep","Movie/Other",1966,"PG/TV-PG",5.5,"1960-1969","Action/Adventure"
"1181","Magic & Bird: A Courtship of Rivals","Movie/Other",2010,"PG/TV-PG",8.3,"2010-2019","Drama"
"1182","The Pact","Movie/Other",2018,"PG-13/TV-14",5.3,"2010-2019","Thriller"
"1183","The Pact","Movie/Other",2018,"PG-13/TV-14",5.3,"2010-2019","Thriller"
"1184","Supernanny","TV",2004,"PG/TV-PG",6,"2000-2009","Reality"
"1185","Tracey Ullman's Show","TV",2016,"R/TV-MA",7,"2010-2019","Stand_up_Talk"
"1186","The Silences","Movie/Other",2019,"PG-13/TV-14",6.7,"2010-2019","Drama"
"1187","Coupling","TV",2000,"PG/TV-PG",3.6,"2000-2009","Comedy"
"1188","Path to War","Movie/Other",2003,"PG-13/TV-14",7.3,"2000-2009","Drama"
"1189","Fame","Movie/Other",2009,"PG/TV-PG",5.1,"2000-2009","Drama"
"1190","Clifford","Movie/Other",1994,"PG/TV-PG",5.5,"1990-1999","Comedy"
"1191","Fathers' Day","Movie/Other",1997,"PG-13/TV-14",5.3,"1990-1999","Family"
"1192","Son of Godzilla","Movie/Other",1967,"PG/TV-PG",5.3,"1960-1969","Sci-Fi"
"1193","LUV","Movie/Other",2013,"R/TV-MA",6,"2010-2019","Drama"
"1194","United Skates","Movie/Other",2018,"PG-13/TV-14",6.8,"2010-2019","Documentary"
"1195","Salinger","Movie/Other",2013,"PG-13/TV-14",6.7,"2010-2019","Documentary"
"1196","Fugitives","TV",2011,"R/TV-MA",8.1,"2010-2019","Action/Adventure"
"1197","Bleed Out","Movie/Other",2018,"PG/TV-PG",8.4,"2010-2019","Drama"
"1198","Clockstoppers","Movie/Other",2002,"PG/TV-PG",5.2,"2000-2009","Family"
"1199","Arizona","Movie/Other",2018,"R/TV-MA",5.7,"2010-2019","Comedy"
"1200","Magnifica 70","TV",2015,"PG-13/TV-14",7.8,"2010-2019","Drama"
"1201","Metro","Movie/Other",1997,"R/TV-MA",5.5,"1990-1999","Drama"
"1202","I Love You, Now Die: The Commonwealth v. Michelle Carter","Movie/Other",2019,"PG-13/TV-14",7.5,"2010-2019","Documentary"
"1203","The Bachelor","TV",2002,"PG-13/TV-14",3.2,"2000-2009","Game Show"
"1204","This Is Life with Lisa Ling","TV",2014,"PG/TV-PG",7.7,"2010-2019","Documentary"
"1205","The Beautician and the Beast","Movie/Other",1997,"PG/TV-PG",5.4,"1990-1999","Comedy"
"1206","Wig","Movie/Other",2019,"R/TV-MA",7.1,"2010-2019","LGBTQ"
"1207","Police Academy 4: Citizens on Patrol","Movie/Other",1987,"PG/TV-PG",5,"1980-1989","Crime"
"1208","The Out List","Movie/Other",2013,"PG/TV-PG",7.1,"2010-2019","LGBTQ"
"1209","Diana, Our Mother: Her Life and Legacy","Movie/Other",2017,"G/TV-G",7.5,"2010-2019","Documentary"
"1210","Justin Bieber's Believe","Movie/Other",2013,"PG/TV-PG",1.7,"2010-2019","Documentary"
"1211","Real Sports with Bryant Gumbel","TV",1995,"PG/TV-PG",7.2,"1990-1999","Sport"
"1212","Jonah Hex","Movie/Other",2010,"PG-13/TV-14",4.7,"2010-2019","Action/Adventure"
"1213","The Beverly Hillbillies","Movie/Other",1993,"PG/TV-PG",5,"1990-1999","Family"
"1214","Betsy's Wedding","Movie/Other",1990,"R/TV-MA",5.6,"1990-1999","Romance"
"1215","The Rink","Movie/Other",1916,"G/TV-G",7.1,"1910-1919","Comedy"
"1216","Alternate Endings: Six New Ways to Die in America","Movie/Other",2019,"PG/TV-PG",7.3,"2010-2019","Documentary"
"1217","Saturn 3","Movie/Other",1980,"R/TV-MA",5.2,"1980-1989","Sci-Fi"
"1218","Tarzan","Movie/Other",2013,"G/TV-G",4.8,"2010-2019","Drama"
"1219","In/Spectre","TV",2020,"PG-13/TV-14",6.7,"2020-2029","Fantasy"
"1220","Jason X","Movie/Other",2001,"R/TV-MA",4.4,"2000-2009","Sci-Fi"
"1221","Everyday People","Movie/Other",2004,"R/TV-MA",6.4,"2000-2009","Drama"
"1222","Who Killed Garrett Phillips?","Movie/Other",2019,"R/TV-MA",7.4,"2010-2019","Crime"
"1223","House of Saddam","Movie/Other",2008,"R/TV-MA",7.5,"2000-2009","Drama"
"1224","Warm Springs","Movie/Other",2005,"PG/TV-PG",7.5,"2000-2009","Biography"
"1225","Man of the House","Movie/Other",1995,"PG/TV-PG",5.2,"1990-1999","Comedy"
"1226","In Pursuit of Honor","Movie/Other",1995,"PG-13/TV-14",7.2,"1990-1999","Drama"
"1227","Ernie & Joe","Movie/Other",2019,"R/TV-MA",7.4,"2010-2019","Documentary"
"1228","Little Black Book","Movie/Other",2004,"PG-13/TV-14",5.3,"2000-2009","Comedy"
"1229","Dunston Checks In","Movie/Other",1996,"PG/TV-PG",5.4,"1990-1999","Action/Adventure"
"1230","The Big Green","Movie/Other",1995,"PG/TV-PG",5.6,"1990-1999","Action/Adventure"
"1231","Ellen's Game of Games","TV",2017,"PG/TV-PG",5.6,"2010-2019","Comedy"
"1232","Hackerville","TV",2018,"PG-13/TV-14",7.4,"2010-2019","Thriller"
"1233","Rapture-Palooza","Movie/Other",2013,"R/TV-MA",5.2,"2010-2019","Horror"
"1234","Mrs. Soffel","Movie/Other",1984,"PG-13/TV-14",6.1,"1980-1989","Romance"
"1235","The Newspaperman: The Life and Times of Ben Bradlee","Movie/Other",2017,"PG-13/TV-14",7.3,"2010-2019","Documentary"
"1236","Walkout","Movie/Other",2006,"PG-13/TV-14",6.8,"2000-2009","Drama"
"1237","Epitaphs","TV",2004,"R/TV-MA",7.9,"2000-2009","Action/Adventure"
"1238","A Dangerous Son","Movie/Other",2018,"PG-13/TV-14",6.5,"2010-2019","Documentary"
"1239","The Cheshire Murders","Movie/Other",2013,"R/TV-MA",6.7,"2010-2019","History"
"1240","Max Keeble's Big Move","Movie/Other",2001,"G/TV-G",5.4,"2000-2009","Crime"
"1241","Head Full of Honey","Movie/Other",2018,"PG-13/TV-14",4.6,"2010-2019","Comedy"
"1242","Head Full of Honey","Movie/Other",2018,"PG-13/TV-14",4.6,"2010-2019","Drama"
"1243","Funny or Die Presents","TV",2010,"R/TV-MA",5.6,"2010-2019","Comedy"
"1244","Agnelli","Movie/Other",2017,"PG-13/TV-14",7.5,"2010-2019","Documentary"
"1245","Cast a Deadly Spell","Movie/Other",1991,"R/TV-MA",6.5,"1990-1999","Fantasy"
"1246","Filly Brown","Movie/Other",2013,"R/TV-MA",5.7,"2010-2019","Drama"
"1247","Godzilla vs. Megalon","Movie/Other",1973,"G/TV-G",4.8,"1970-1979","Fantasy"
"1248","Down to You","Movie/Other",2000,"PG-13/TV-14",5,"2000-2009","Drama"
"1249","Unmasking Jihadi John: Anatomy of a Terrorist","Movie/Other",2019,"PG-13/TV-14",7.1,"2010-2019","Documentary"
"1250","Primeval","Movie/Other",2007,"R/TV-MA",4.8,"2000-2009","Action/Adventure"
"1251","Mary and Martha","Movie/Other",2013,"PG/TV-PG",6.9,"2010-2019","Drama"
"1252","Galaxy of Terror","Movie/Other",1981,"R/TV-MA",5.1,"1980-1989","Action/Adventure"
"1253","Veneno","Movie/Other",2018,"PG-13/TV-14",8.1,"2010-2019","Drama"
"1254","Gloria: In Her Own Words","Movie/Other",2011,"PG-13/TV-14",7.7,"2010-2019","Documentary"
"1255","12th & Delaware","Movie/Other",2010,"PG-13/TV-14",7.3,"2010-2019","Drama"
"1256","Get Carter","Movie/Other",2000,"R/TV-MA",5.2,"2000-2009","Crime"
"1257","Jason Goes to Hell: The Final Friday","Movie/Other",1993,"R/TV-MA",4.2,"1990-1999","Horror"
"1258","The Hoax","Movie/Other",2006,"R/TV-MA",6.7,"2000-2009","Drama"
"1259","The Last of the Blonde Bombshells","Movie/Other",2000,"PG-13/TV-14",7.2,"2000-2009","Musical"
"1260","Running with Beto","Movie/Other",2019,"R/TV-MA",5.7,"2010-2019","Documentary"
"1261","Another Stakeout","Movie/Other",1993,"PG-13/TV-14",5.6,"1990-1999","Action/Adventure"
"1262","The War of the Gargantuas","Movie/Other",1966,"G/TV-G",6.3,"1960-1969","Horror"
"1263","United Shades of America","TV",2016,"PG-13/TV-14",6.6,"2010-2019","Documentary"
"1264","Bye Bye Love","Movie/Other",1995,"PG-13/TV-14",6.2,"1990-1999","Comedy"
"1265","Phat Girlz","Movie/Other",2006,"PG-13/TV-14",3.2,"2000-2009","Comedy"
"1266","Crashbox","TV",1999,"PG/TV-PG",8.3,"1990-1999","Game Show"
"1267","Silver City","Movie/Other",2004,"R/TV-MA",6,"2000-2009","Drama"
"1268","Snow Buddies","Movie/Other",2008,"G/TV-G",5.2,"2000-2009","Family"
"1269","Miss Evers' Boys","Movie/Other",1997,"PG/TV-PG",7.1,"1990-1999","Drama"
"1270","Rock the Kasbah","Movie/Other",2015,"R/TV-MA",5.5,"2010-2019","Comedy"
"1271","Summer Catch","Movie/Other",2001,"PG-13/TV-14",5.1,"2000-2009","Romance"
"1272","Keeper of the Flame","Movie/Other",1943,"G/TV-G",6.8,"1940-1949","Mystery"
"1273","Dreaming of Joseph Lees","Movie/Other",1999,"R/TV-MA",6.5,"1990-1999","Drama"
"1274","Life Support","Movie/Other",2007,"R/TV-MA",6.8,"2000-2009","Drama"
"1275","Rock and a Hard Place","Movie/Other",2017,"R/TV-MA",7.4,"2010-2019","Documentary"
"1276","One Survivor Remembers","Movie/Other",1996,"PG-13/TV-14",7.9,"1990-1999","History"
"1277","Lady Day at Emerson's Bar & Grill","Movie/Other",2016,"PG-13/TV-14",7.9,"2010-2019","Biography"
"1278","Boycott","Movie/Other",2001,"PG/TV-PG",7.2,"2000-2009","Drama"
"1279","Air Buddies","Movie/Other",2006,"PG/TV-PG",4.8,"2000-2009","Action/Adventure"
"1280","The Truth About Killer Robots","Movie/Other",2018,"PG-13/TV-14",5.6,"2010-2019","Documentary"
"1281","The Late Shift","Movie/Other",1996,"R/TV-MA",6.8,"1990-1999","Drama"
"1282","Yes Virginia, There Is a Santa Claus","Movie/Other",1991,"PG-13/TV-14",7.7,"1990-1999","Fantasy"
"1283","Police Academy 5: Assignment Miami Beach","Movie/Other",1988,"PG/TV-PG",4.7,"1980-1989","Crime"
"1284","Any One of Us","Movie/Other",2019,"PG/TV-PG",7.3,"2010-2019","Documentary"
"1285","Tumbledown","Movie/Other",2015,"R/TV-MA",6.2,"2010-2019","Drama"
"1286","In the Gloaming","Movie/Other",1997,"PG/TV-PG",7.1,"1990-1999","Drama"
"1287","Santa Buddies","Movie/Other",2009,"G/TV-G",4.7,"2000-2009","Fantasy"
"1288","Very Ralph","Movie/Other",2019,"PG-13/TV-14",6.8,"2010-2019","Documentary"
"1289","Saudi Women's Driving School","Movie/Other",2019,"PG/TV-PG",6.2,"2010-2019","Documentary"
"1290","The Trans List","Movie/Other",2016,"R/TV-MA",6.5,"2010-2019","Biography"
"1291","El Pionero","TV",2019,"PG-13/TV-14",7.3,"2010-2019","Documentary"
"1292","Uncle Grandpa","TV",2013,"PG/TV-PG",4.2,"2010-2019","Action/Adventure"
"1293","True Justice: Bryan Stevenson's Fight for Equality","Movie/Other",2019,"R/TV-MA",8.2,"2010-2019","Documentary"
"1294","One Night Stand","TV",1989,"R/TV-MA",8.2,"1980-1989","Comedy"
"1295","Empire Falls","Movie/Other",2005,"PG-13/TV-14",7.3,"2000-2009","Drama"
"1296","The Shop: Uninterrupted","TV",2018,"R/TV-MA",6.6,"2010-2019","Biography"
"1297","Black Beauty","Movie/Other",1994,"G/TV-G",6.6,"1990-1999","Romance"
"1298","El Astronauta","Movie/Other",2018,"PG/TV-PG",9.9,"2010-2019","Drama"
"1299","Supergirl","Movie/Other",1984,"PG/TV-PG",4.4,"1980-1989","Sci-Fi"
"1300","Camping","TV",2018,"R/TV-MA",4.8,"2010-2019","Comedy"
"1301","Crisis Hotline: Veterans Press 1","Movie/Other",2013,"PG-13/TV-14",7.4,"2010-2019","Documentary"
"1302","The Search for Santa Paws","Movie/Other",2010,"G/TV-G",5.5,"2010-2019","Musical"
"1303","Baghdad ER","Movie/Other",2006,"R/TV-MA",8,"2000-2009","Documentary"
"1304","Turbo: A Power Rangers Movie","Movie/Other",1997,"PG/TV-PG",3.7,"1990-1999","Thriller"
"1305","Mom and Dad Save the World","Movie/Other",1992,"PG/TV-PG",5.4,"1990-1999","Family"
"1306","Dope Sick Love","Movie/Other",2005,"R/TV-MA",7.5,"2000-2009","Documentary"
"1307","Catwoman","Movie/Other",2004,"PG-13/TV-14",3.4,"2000-2009","Mystery"
"1308","The Bronx, USA","Movie/Other",2019,"PG/TV-PG",6.1,"2010-2019","Documentary"
"1309","Jaws 3-D","Movie/Other",1983,"PG/TV-PG",3.7,"1980-1989","Action/Adventure"
"1310","Once Upon a Crime","Movie/Other",1992,"PG/TV-PG",5.9,"1990-1999","Crime"
"1311","Tokyo Project","Movie/Other",2017,"R/TV-MA",6.5,"2010-2019","Romance"
"1312","Special Effects","Movie/Other",1984,"R/TV-MA",5.3,"1980-1989","Horror"
"1313","16 Days of Glory","Movie/Other",1986,"G/TV-G",7.5,"1980-1989","Sport"
"1314","Pinky Dinky Doo","TV",2006,"G/TV-G",6.2,"2000-2009","Children"
"1315","Bernard and Doris","Movie/Other",2006,"PG-13/TV-14",6.5,"2000-2009","Biography"
"1316","Police Academy 6: City Under Siege","Movie/Other",1989,"PG/TV-PG",4.5,"1980-1989","Comedy"
"1317","A Day's Pleasure","Movie/Other",1919,"G/TV-G",6.7,"1910-1919","Comedy"
"1318","Judy Moody and the Not Bummer Summer","Movie/Other",2011,"PG/TV-PG",4.2,"2010-2019","Family"
"1319","The Girl","Movie/Other",2012,"PG-13/TV-14",6.3,"2010-2019","Drama"
"1320","Keeping Up with the Steins","Movie/Other",2006,"PG-13/TV-14",5.3,"2000-2009","Independent"
"1321","Trek Nation","Movie/Other",2011,"G/TV-G",7.3,"2010-2019","Documentary"
"1322","Kareem: Minority of One","Movie/Other",2015,"PG/TV-PG",7.5,"2010-2019","Biography"
"1323","HBO Comedy Half-Hour","TV",1994,"PG/TV-PG",7.9,"1990-1999","Comedy"
"1324","12 Rounds 3: Lockdown","Movie/Other",2015,"R/TV-MA",5.2,"2010-2019","Sport"
"1325","Equinox","Movie/Other",1970,"PG/TV-PG",5.3,"1970-1979","Mystery"
"1326","And Starring Pancho Villa as Himself","Movie/Other",2003,"R/TV-MA",6.5,"2000-2009","History"
"1327","Talkin' Dirty After Dark","Movie/Other",1991,"R/TV-MA",5.2,"1990-1999","Comedy"
"1328","Ben 10 Race Against Time","Movie/Other",2008,"PG/TV-PG",4.2,"2000-2009","Family"
"1329","Stealing Harvard","Movie/Other",2002,"PG-13/TV-14",5.2,"2000-2009","Crime"
"1330","Gone Fishin'","Movie/Other",1997,"PG/TV-PG",4.9,"1990-1999","Family"
"1331","Notes from the Field","Movie/Other",2018,"R/TV-MA",6.3,"2010-2019","Drama"
"1332","Happily Ever After: Fairy Tales for Every Child","TV",1995,"G/TV-G",6.4,"1990-1999","Action/Adventure"
"1333","Santos Dumont","TV",2019,"PG-13/TV-14",7.2,"2010-2019","Biography"
"1334","Life on the Line","Movie/Other",2015,"R/TV-MA",5.2,"2010-2019","Thriller"
"1335","Rolling Stone: Stories from the Edge","Movie/Other",2017,"R/TV-MA",7.2,"2010-2019","History"
"1336","El Diablo","Movie/Other",1990,"PG-13/TV-14",6.3,"1990-1999","Comedy"
"1337","Peanuts","TV",2016,"G/TV-G",7.3,"2010-2019","Animation"
"1338","Animal","Movie/Other",2018,"R/TV-MA",6.2,"2010-2019","Thriller"
"1339","Belichick & Saban: The Art of Coaching","Movie/Other",2019,"PG/TV-PG",7.7,"2010-2019","Sport"
"1340","Dirty War","Movie/Other",2004,"R/TV-MA",6.5,"2000-2009","Drama"
"1341","The Flintstones in Viva Rock Vegas","Movie/Other",2000,"PG/TV-PG",3.6,"2000-2009","Family"
"1342","Grace","TV",2018,"PG-13/TV-14",5.8,"2010-2019","Crime"
"1343","Crime Wave","Movie/Other",2018,"R/TV-MA",5.1,"2010-2019","Crime"
"1344","Capturing Mary","Movie/Other",2007,"PG-13/TV-14",6.8,"2000-2009","Drama"
"1345","Victor and Valentino","TV",2019,"G/TV-G",6.2,"2010-2019","Comedy"
"1346","An Apology to Elephants","Movie/Other",2013,"PG/TV-PG",8.1,"2010-2019","Documentary"
"1347","Bigger","Movie/Other",2018,"PG-13/TV-14",6.4,"2010-2019","Drama"
"1348","Corky Romano","Movie/Other",2001,"PG-13/TV-14",4.7,"2000-2009","Crime"
"1349","The Last Outlaw","Movie/Other",1993,"R/TV-MA",6.3,"1990-1999","Drama"
"1350","Get Her... If You Can","Movie/Other",2019,"R/TV-MA",5.3,"2010-2019","Comedy"
"1351","The 7th Floor","Movie/Other",2013,"R/TV-MA",5.8,"2010-2019","Mystery"
"1352","Tyson","Movie/Other",1995,"R/TV-MA",6.3,"1990-1999","Biography"
"1353","A Good Job: Stories of the FDNY","Movie/Other",2014,"G/TV-G",7.9,"2010-2019","Documentary"
"1354","Warning: This Drug May Kill You","Movie/Other",2017,"PG-13/TV-14",7.3,"2010-2019","Documentary"
"1355","The Vagina Monologues","Movie/Other",2002,"R/TV-MA",6.5,"2000-2009","Drama"
"1356","Psi","TV",2014,"R/TV-MA",8.2,"2010-2019","Drama"
"1357","Kindergarten","TV",2001,"G/TV-G",8.6,"2000-2009","Documentary"
"1358","Beverly Hills Chihuahua 2","Movie/Other",2011,"G/TV-G",4.2,"2010-2019","Family"
"1359","I Never Promised You a Rose Garden","Movie/Other",1977,"R/TV-MA",6.4,"1970-1979","Fantasy"
"1360","Jiminy Glick in Lalawood","Movie/Other",2004,"R/TV-MA",5.5,"2000-2009","Comedy"
"1361","Axios","TV",2018,"PG-13/TV-14",5.8,"2010-2019","Documentary"
"1362","Alive Day Memories: Home from Iraq","Movie/Other",2007,"PG-13/TV-14",8.1,"2000-2009","Documentary"
"1363","Oprah Winfrey Presents: After Neverland","Movie/Other",2019,"PG-13/TV-14",6.3,"2010-2019","Documentary"
"1364","Beverly Hills Chihuahua 3 - Viva La Fiesta!","Movie/Other",2012,"G/TV-G",4.4,"2010-2019","Action/Adventure"
"1365","Treasure Buddies","Movie/Other",2012,"G/TV-G",4.5,"2010-2019","Family"
"1366","Dying of the Light","Movie/Other",2014,"R/TV-MA",4.4,"2010-2019","Drama"
"1367","Madison","Movie/Other",2001,"PG/TV-PG",6.3,"2000-2009","Independent"
"1368","Classical Baby","TV",2005,"G/TV-G",8.6,"2000-2009","Family"
"1369","The Diplomat","Movie/Other",2015,"PG-13/TV-14",7,"2010-2019","Documentary"
"1370","Heidi","Movie/Other",2005,"G/TV-G",6.5,"2000-2009","Drama"
"1371","Strip Search","Movie/Other",2004,"R/TV-MA",6.3,"2000-2009","Action/Adventure"
"1372","Heroin: Cape Cod, USA","Movie/Other",2015,"R/TV-MA",7.2,"2010-2019","Documentary"
"1373","Wandering Girl","Movie/Other",2018,"R/TV-MA",6.5,"2010-2019","Drama"
"1374","Alice","TV",2008,"R/TV-MA",7.6,"2000-2009","Drama"
"1375","Women of Troy","Movie/Other",2020,"PG-13/TV-14",6.9,"2020-2029","Documentary"
"1376","Lino","Movie/Other",2017,"G/TV-G",5.8,"2010-2019","Comedy"
"1377","Daybreak","Movie/Other",1993,"R/TV-MA",5,"1990-1999","Action/Adventure"
"1378","Vendetta","Movie/Other",1999,"R/TV-MA",6.1,"1990-1999","Drama"
"1379","Bigger Than the Sky","Movie/Other",2005,"PG-13/TV-14",5.9,"2000-2009","Comedy"
"1380","Spooky Buddies","Movie/Other",2011,"G/TV-G",4.6,"2010-2019","Fantasy"
"1381","The Lady in Red","Movie/Other",1979,"R/TV-MA",6.2,"1970-1979","Drama"
"1382","7:20 Once a Week","Movie/Other",2019,"R/TV-MA",5.3,"2010-2019","Drama"
"1383","Mr. Magoo","Movie/Other",1997,"PG/TV-PG",4,"1990-1999","Action/Adventure"
"1384","Tweety's High Flying Adventure","Movie/Other",2000,"G/TV-G",6,"2000-2009","Comedy"
"1385","We Are The Heat","Movie/Other",2018,"R/TV-MA",6.2,"2010-2019","Drama"
"1386","Space Buddies","Movie/Other",2009,"G/TV-G",4.4,"2000-2009","Fantasy"
"1387","McEnroe/Borg: Fire & Ice","Movie/Other",2011,"PG/TV-PG",7.6,"2010-2019","Biography"
"1388","Babe Ruth","Movie/Other",1998,"PG/TV-PG",7.4,"1990-1999","Sport"
"1389","The Chris Gethard Show","TV",2011,"PG-13/TV-14",8.1,"2010-2019","Comedy"
"1390","Fly Me to the Moon","Movie/Other",2008,"G/TV-G",4.5,"2000-2009","Family"
"1391","Police Academy: Mission to Moscow","Movie/Other",1994,"PG/TV-PG",3.6,"1990-1999","Comedy"
"1392","Alpha and Omega 3: The Great Wolf Games","Movie/Other",2014,"G/TV-G",4.5,"2010-2019","Comedy"
"1393","In the Shadow of the Towers: Stuyvesant High on 9/11","Movie/Other",2019,"PG-13/TV-14",6.4,"2010-2019","Documentary"
"1394","Lindsey Vonn: The Final Season","Movie/Other",2019,"PG-13/TV-14",7.2,"2010-2019","Documentary"
"1395","Hack My Life","TV",2015,"PG-13/TV-14",6.3,"2010-2019","Reality"
"1396","Sesame Street's 50th Anniversary Celebration","Movie/Other",2019,"G/TV-G",8.6,"2010-2019","Family"
"1397","College","Movie/Other",2008,"R/TV-MA",4.6,"2000-2009","Comedy"
"1398","Home Alone 4","Movie/Other",2002,"PG/TV-PG",2.6,"2000-2009","Fantasy"
"1399","Solitary","Movie/Other",2016,"PG-13/TV-14",7.2,"2010-2019","Documentary"
"1400","Jaws: The Revenge","Movie/Other",1987,"PG-13/TV-14",3,"1980-1989","Thriller"
"1401","Meth Storm","Movie/Other",2017,"R/TV-MA",6.7,"2010-2019","Documentary"
"1402","Home Alone: The Holiday Heist","Movie/Other",2012,"PG/TV-PG",3.5,"2010-2019","Family"
"1403","We Are Not Done Yet","Movie/Other",2018,"PG/TV-PG",7.2,"2010-2019","Documentary"
"1404","Slipping Into Darkness","Movie/Other",2020,"R/TV-MA",6.8,"2020-2029","Crime"
"1405","Judgment","Movie/Other",1990,"PG-13/TV-14",6.5,"1990-1999","Drama"
"1406","Toxic Hot Seat","Movie/Other",2013,"PG/TV-PG",7.7,"2010-2019","Documentary"
"1407","What Happened on September 11","Movie/Other",2019,"PG/TV-PG",5.4,"2010-2019","Documentary"
"1408","Lock Up: The Prisoners of Rikers Island","Movie/Other",1994,"R/TV-MA",7.9,"1990-1999","Crime"
"1409","It's a Hard Truth Ain't It","Movie/Other",2018,"R/TV-MA",6.6,"2010-2019","Documentary"
"1410","The Many Lives of Nick Buoniconti","Movie/Other",2019,"PG-13/TV-14",6.6,"2010-2019","Sport"
"1411","War Dog: A Soldier's Best Friend","Movie/Other",2017,"PG-13/TV-14",7.7,"2010-2019","Documentary"
"1412","Hopelessly Devout","Movie/Other",2018,"PG-13/TV-14",6.1,"2010-2019","Drama"
"1413","Namath","Movie/Other",2012,"PG/TV-PG",7.7,"2010-2019","Documentary"
"1414","The Human Face of Big Data","Movie/Other",2016,"PG/TV-PG",7.1,"2010-2019","Documentary"
"1415","Mighty Magiswords","TV",2015,"PG/TV-PG",4.9,"2010-2019","Fantasy"
"1416","Critters 3","Movie/Other",1991,"PG-13/TV-14",4.4,"1990-1999","Comedy"
"1417","The Number on Great-Grandpa's Arm","Movie/Other",2018,"PG/TV-PG",7.3,"2010-2019","Documentary"
"1418","Witless Protection","Movie/Other",2008,"PG-13/TV-14",3.3,"2000-2009","Crime"
"1419","Spymate","Movie/Other",2003,"PG/TV-PG",3.9,"2000-2009","Family"
"1420","Arthur 2: On the Rocks","Movie/Other",1988,"PG/TV-PG",4.6,"1980-1989","Comedy"
"1421","Addiction","Movie/Other",2007,"PG-13/TV-14",6.4,"2000-2009","Documentary"
"1422","Risky Drinking","Movie/Other",2016,"R/TV-MA",6.6,"2010-2019","Documentary"
"1423","The Secret Life of Couples","TV",2017,"R/TV-MA",6,"2010-2019","Drama"
"1424","The Alzheimer's Project","TV",2009,"PG/TV-PG",8.1,"2000-2009","Documentary"
"1425","Hard Times: Lost on Long Island","Movie/Other",2012,"PG/TV-PG",7.2,"2010-2019","Documentary"
"1426","Finding the Way Home","Movie/Other",2019,"PG/TV-PG",7.1,"2010-2019","Documentary"
"1427","Ocean Mysteries with Jeff Corwin","TV",2011,"G/TV-G",8.2,"2010-2019","Documentary"
"1428","Without Warning: The James Brady Story","Movie/Other",1991,"R/TV-MA",6.3,"1990-1999","Drama"
"1429","Joe's Palace","Movie/Other",2007,"R/TV-MA",6.9,"2000-2009","Drama"
"1430","One Nation Under Stress","Movie/Other",2019,"PG-13/TV-14",6.9,"2010-2019","Documentary"
"1431","Coma","Movie/Other",2007,"PG/TV-PG",7.3,"2000-2009","Documentary"
"1432","Glitter","Movie/Other",2001,"PG-13/TV-14",2.2,"2000-2009","Musical"
"1433","Remembering the Artist: Robert De Niro, Sr.","Movie/Other",2014,"PG-13/TV-14",6.6,"2010-2019","Documentary"
"1434","The Words That Built America","Movie/Other",2017,"G/TV-G",6.9,"2010-2019","Documentary"
"1435","Song of Parkland","Movie/Other",2019,"PG/TV-PG",6.2,"2010-2019","Documentary"
"1436","Steel","Movie/Other",1997,"PG-13/TV-14",2.8,"1990-1999","Sci-Fi"
"1437","Liberty: Mother of Exiles","Movie/Other",2019,"PG-13/TV-14",6.3,"2010-2019","Documentary"
"1438","41","Movie/Other",2012,"G/TV-G",6.4,"2010-2019","Documentary"
"1439","Pororo: The Racing Adventure","Movie/Other",2013,"G/TV-G",5.3,"2010-2019","Sport"
"1440","Sesame Street: Elmo's Playdate","Movie/Other",2020,"G/TV-G",5.4,"2020-2029","Family"
"1441","I Have Tourette's But Tourette's Doesn't Have Me","Movie/Other",2005,"PG/TV-PG",7.6,"2000-2009","Documentary"
"1442","We Are the Dream: The Kids of the Oakland MLK Oratorical Fest","Movie/Other",2020,"G/TV-G",5.9,"2020-2029","Documentary"
"1443","The Fisherman","Movie/Other",2019,"PG/TV-PG",7.9,"2010-2019","Comedy"
"1444","Esme & Roy","TV",2018,"G/TV-G",6.7,"2010-2019","Family"
"1445","Asylum","Movie/Other",2008,"R/TV-MA",4.1,"2000-2009","Sci-Fi"
"1446","Friends of God: A Road Trip with Alexandra Pelosi","Movie/Other",2007,"PG/TV-PG",6.6,"2000-2009","Documentary"
"1447","Outside the Bubble: On the Road with Alexandra Pelosi","Movie/Other",2018,"PG-13/TV-14",6.7,"2010-2019","Documentary"
"1448","The Skulls II","Movie/Other",2002,"R/TV-MA",4.6,"2000-2009","Thriller"
"1449","Más sabe el Diablo por Viejo","Movie/Other",2018,"PG-13/TV-14",5.8,"2010-2019","Comedy"
"1450","The Skulls III","Movie/Other",2004,"PG-13/TV-14",4.7,"2000-2009","Mystery"
"1451","Celebrity Habla 2","Movie/Other",2010,"PG/TV-PG",9.1,"2010-2019","Documentary"
"1452","Down and Dirty with Jim Norton","TV",2008,"R/TV-MA",7.3,"2000-2009","Comedy"
"1453","Critters 4","Movie/Other",1992,"PG-13/TV-14",4.1,"1990-1999","Independent"
